Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
4,11,271040,10,10,303504,168,259192,14,10,6,9,16736,54312,0,1
1,6,5120,6,6,177776,168,4096,9,0,4,9,320,53936,0,1
4,6,6240,6,6,241696,168,4096,9,0,5,9,320,53936,0,1
4,11,1667440,10,10,2053024,544,1528144,14,10,7,9,16736,96496,0,1
1,11,18160,10,10,36368,184,40960,14,10,4,9,16704,1160,0,1
4,11,54512,10,10,71984,184,53064,14,10,5,9,16736,1160,0,1
1,11,7472,10,10,15776,176,20480,14,10,4,9,16704,1112,0,1
4,11,25008,10,10,31168,176,24144,14,10,5,9,16736,1112,0,1
1,6,4640,6,6,0,0,4096,9,0,3,9,33088,73768,0,1
4,6,5168,6,6,0,0,4096,9,0,4,11,33088,73768,0,1
4,11,51424,10,10,0,0,45960,14,10,5,11,49504,1368,0,1
1,11,365416,0,6,385024,312,368640,14,10,4,12,320,1216,0,1
1,11,277472,10,10,5436256,301097,5910528,14,10,5,9,16704,968,1,1
4,11,5119280,10,10,6399552,307968,4858328,14,10,6,9,16736,968,1,1
4,11,72016,10,10,77712,452,58896,14,10,5,9,16736,1304,0,1
1,11,15312,10,10,58544,1895,65536,14,10,4,9,16704,1024,0,1
4,11,75152,10,10,84560,1896,61392,14,10,5,9,16736,1024,0,1
4,11,250416,10,10,297504,104,219024,14,10,6,9,16736,1048,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,407808,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,407808,0,1
1,11,9984,10,10,55936,1399,61440,14,10,5,9,16704,1016,0,1
4,11,66432,10,10,75776,1400,57824,14,10,6,9,16736,1016,0,1
4,6,5072,6,6,0,0,4096,9,0,4,11,33088,2144,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,2928,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,4928,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,4856,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,406912,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,1200,0,1
4,11,163088,0,6,237648,132,135168,14,10,5,12,49504,1104,0,1
1,6,4608,6,6,66832,1826,4096,9,0,3,9,320,1048,0,1
4,6,5120,6,6,82576,1826,4096,9,0,4,9,320,1048,0,1
4,11,108448,10,10,112992,112,96504,14,10,6,9,16736,1064,0,1
4,11,29952,10,10,31344,84,26208,14,10,5,9,16736,1832,0,1
1,11,4512,10,10,41360,1031,49152,14,10,4,9,16704,1048,0,1
4,11,46640,10,10,53120,1032,45328,14,10,5,9,16736,1048,0,1
1,6,4576,6,6,41840,1031,4096,9,0,3,9,320,1048,0,1
4,6,5056,6,6,50240,1031,4096,9,0,4,9,320,1048,0,1
4,6,4432,6,6,137968,125,151552,11,0,5,9,16736,704,0,1
4,6,90112,0,4,0,0,107384,2,28,8,18,32768,1256,0,1
1,6,37912,0,4,0,0,8192,48,0,2,12,34112,1040,0,1
1,6,4480,8,5,40832,509,4096,8,0,3,12,0,12088,0,1
1,11,25872,10,6,117456,589,135168,12,10,4,12,16704,13984,0,1
4,11,140912,10,6,147168,589,110592,12,10,5,12,16736,13984,0,1
4,6,4912,8,5,105056,589,4096,8,0,4,12,320,14472,0,1
1,6,4512,8,5,42992,589,4096,8,0,3,12,320,14472,0,1
4,6,4880,8,5,101888,509,4096,8,0,4,12,0,12088,0,1
4,6,4896,6,6,41520,199,4096,9,0,4,9,320,4608,0,1
1,11,59248,10,10,149280,245,159744,14,10,4,9,16704,1360,0,1
4,11,191376,10,10,196448,248,173752,14,10,5,9,16736,1360,0,1
1,11,10000,10,10,46688,111,53248,14,10,4,9,16704,1080,0,1
4,11,54480,10,10,62784,112,48680,14,10,5,9,16736,1080,0,1
4,11,566848,10,10,690816,180,514792,14,10,6,9,16736,1040,0,1
4,11,514400,10,10,558320,984,502976,14,10,6,9,16736,595088,0,1
4,11,25952,10,10,27872,180,23304,14,10,5,9,16736,1200,0,1
1,11,30336,10,10,143584,162,151552,14,10,5,9,16704,1136,0,1
4,11,181360,10,10,192288,164,161080,14,10,6,9,16736,1136,0,1
1,11,44288,10,10,277840,168,286720,14,10,5,9,16704,1448,0,1
4,11,341936,10,10,391568,168,299496,14,10,6,9,16736,1448,0,1
1,11,7632,10,10,11248,184,16384,14,10,4,9,16704,1112,0,1
4,11,19472,10,10,20448,184,16176,14,10,5,9,16736,1112,0,1
1,11,12720,10,10,43248,182,49152,14,10,5,9,16704,1056,0,1
4,11,51376,10,10,54480,184,42320,14,10,6,9,16736,1056,0,1
1,6,4608,6,6,65936,182,4096,9,0,3,9,320,1056,0,1
4,6,5072,6,6,56688,182,4096,9,0,4,9,320,1056,0,1
1,11,8288,10,10,46576,293,53248,14,10,4,9,16704,1016,0,1
4,11,54864,10,10,63472,296,50832,14,10,5,9,16736,1016,0,1
4,11,54272,10,10,62928,164,49664,14,10,5,9,16736,1048,0,1
4,6,5056,6,6,43776,161,4096,9,0,4,9,320,1024,0,1
5,11,7264,10,10,0,0,24576,14,10,5,11,49504,1824,0,1
4,6,12832,0,6,0,0,12288,14,0,6,12,33120,480,0,1
4,11,304320,10,10,314752,208,250896,14,10,5,9,16736,1296,0,1
4,11,10944,10,10,11888,172,9904,14,10,5,9,16736,45048,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,1344,1640,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,1344,1648,0,1
4,6,8592,0,5,0,0,8192,10,0,5,12,33088,2440,0,1
1,11,8880,10,10,55216,222,61440,14,10,5,9,16704,48120,0,1
4,11,130736,10,10,142480,184,118728,14,10,5,9,16736,8152,0,1
1,11,7180,0,6,0,0,8192,14,10,4,12,320,4236,0,1
4,11,75104,10,10,0,0,57752,14,10,6,11,49504,2088,0,1
1,6,1199652,0,4,0,0,8192,48,0,2,12,34144,79028,0,1
4,6,4835856,0,5,0,0,0,8,0,5,0,320,1076,0,1
1,10,3980304,0,5,0,0,0,11,0,3,0,34112,1080,0,1
4,10,5037580,0,5,0,0,0,11,0,3,0,33088,1080,0,1
1,6,3216292,0,5,0,0,0,8,0,4,0,1344,1076,0,1
1,11,103168,10,10,1398992,5699,1413120,14,10,5,9,16704,1048,0,1
4,11,1458160,10,10,1625504,5700,1413760,14,10,7,9,16736,1048,0,1
4,6,7456,6,6,2243120,5699,4096,9,0,5,9,320,1048,0,1
1,6,5776,6,6,1755104,5699,4096,9,0,4,9,320,1048,0,1
1,11,17840,10,10,224000,175,233472,14,10,5,9,16704,1080,0,1
4,11,237024,10,10,259840,176,227384,14,10,6,9,16736,1080,0,1
4,6,6320,6,6,732544,175,4096,9,0,4,9,64,1080,0,1
1,6,5168,6,6,569424,175,4096,9,0,3,9,320,1080,0,1
1,11,398272,10,10,2232416,108,31096832,14,10,5,9,16704,1056,0,1
4,11,2989008,10,10,3183072,108,2819568,14,10,6,9,16736,1056,0,1
1,11,4400,10,10,8944,406,16384,14,10,4,9,16704,1048,0,1
4,11,8912,10,10,10048,408,8464,14,10,5,9,16736,1048,0,1
1,11,46864,10,10,380800,148,389120,14,10,5,9,16704,14224,0,1
4,11,458960,10,10,505504,148,411416,14,10,6,9,16736,14224,0,1
4,11,407984,0,6,0,0,344064,14,10,6,12,49504,1016,0,1
4,11,461104,0,6,555568,116,401408,14,10,6,12,352,1576,0,1
1,11,12480,0,6,0,0,12288,14,10,4,12,320,2216,0,1
1,11,113136,0,6,124656,176,90112,14,10,5,12,320,1552,0,1
4,11,164128,0,6,190144,176,131072,14,10,6,12,352,1552,0,1
1,11,166400,0,6,182672,176,126976,14,10,5,12,320,1552,0,1
1,6,271264,0,4,287744,20138,270336,5,12,5,12,0,43624,0,1
1,6,234640,0,5,250512,19882,233472,10,10,5,12,320,43952,0,1
1,6,4096,0,6,4128,56,0,14,10,1,12,1344,4304,0,1
1,11,104908,0,6,122880,85,106496,14,10,4,12,320,1184,0,1
1,11,45004,0,6,65536,85,49152,14,10,4,12,320,1184,0,1
1,11,263944,0,6,294912,1954,266240,14,10,5,12,320,1984,0,1
1,11,23792,10,10,207472,164,212992,14,10,5,9,16704,984,0,1
4,11,237568,10,10,244688,164,223488,14,10,6,9,16736,984,0,1
1,6,436784,0,5,576624,17536,434176,10,0,4,12,320,2584,0,1
1,0,0,0,4,0,0,8192,6,0,2,12,1344,936,0,1
1,11,11136,10,10,0,0,45056,14,10,4,9,49472,2056,0,1
4,11,49360,10,10,0,0,41248,14,10,5,11,49504,2056,0,1
1,6,4464,6,6,0,0,4096,9,0,3,9,33088,1808,0,1
1,11,15920,10,10,137664,210,143360,14,10,5,9,16704,1088,0,1
4,11,168512,10,10,174832,212,158688,14,10,6,9,16736,1088,0,1
1,11,6000,10,6,10464,164,20480,14,10,5,12,320,992,0,1
1,11,18848,10,6,203808,193,212992,14,10,5,12,320,67056,0,1
1,6,4096,10,6,0,0,0,14,10,1,12,1344,67048,0,1
1,6,4160,10,6,162912,15177,213644,11,0,5,12,320,1016,0,1
4,6,164880,10,6,263696,16077,163840,12,0,6,12,352,1016,0,1
1,6,4144,10,6,164240,15717,212992,12,0,5,12,320,1016,0,1
4,10,214960,10,6,323440,16004,188416,14,12,5,12,16736,1032,0,1
1,10,17600,10,6,196528,15643,229376,14,0,5,12,16704,1032,0,1
4,10,219408,10,6,328112,16004,192512,14,0,6,12,16736,1032,0,1
4,10,121664,10,6,126656,3496,90112,14,12,5,12,16736,4112,0,1
1,6,4096,10,6,0,0,0,14,10,1,12,1344,808648,0,1
1,10,77668,0,4,0,0,8192,48,0,2,12,34144,8788,0,1
1,6,4096,10,6,0,0,0,14,10,1,12,1344,465216,0,1
4,10,82088,0,4,0,0,0,48,0,1,21,34112,1080,0,1
1,6,24912,0,5,32960,165,24576,10,0,4,12,320,928,0,1
1,11,6784,10,10,22720,535,6492160,14,10,4,9,17728,2120,0,1
4,11,704624,10,10,871232,236,551224,14,10,5,9,16736,1112,0,1
4,6,24576,0,4,40960,139,45688,2,28,9,18,0,0,0,1
2,10,326164,0,4,0,0,0,48,0,1,12,34112,1636,0,1
1,10,4096,0,6,0,0,0,12,0,1,12,1344,1720424,0,1
1,10,41664,0,6,50608,169,40960,12,0,4,12,320,4176,0,1
1,10,3327984,0,6,0,0,3325952,12,0,6,12,33088,1864,0,1
4,11,220112,10,10,225184,120,197040,14,10,5,9,16736,1032,0,1
1,6,4352,6,6,145232,80,4096,9,0,3,9,320,1032,0,1
4,6,4624,6,6,173664,80,4096,9,0,4,9,320,1032,0,1
1,11,12192,10,10,444880,4493,454656,14,10,5,9,16704,67584,0,1
4,11,448832,10,10,503488,4496,440496,14,10,6,9,16736,67584,0,1
1,6,4880,6,6,613360,3781,4096,9,0,3,9,320,74920,0,1
4,6,5616,6,6,859184,3781,4096,9,0,4,9,320,74920,0,1
4,11,86208,10,10,0,0,76464,14,10,5,11,49504,75640,0,1
4,6,7776,6,6,0,0,4096,9,0,4,11,33088,75640,0,1
1,11,54100,0,6,106496,7695,57344,14,10,4,12,320,1232,1,1
4,6,5376,8,5,1603520,129,4096,8,0,4,12,64,2580,0,1
1,10,908852,8,5,21324,129,4096,8,0,3,12,64,2652,0,1
4,6,5376,8,5,1602928,129,4096,8,0,4,12,0,2576,0,1
1,6,4752,8,5,911360,129,4096,8,0,3,12,0,2648,0,1
1,11,137920,10,6,1246832,367,1294336,12,10,5,12,16704,1144,0,1
4,11,1497280,10,6,1737984,367,1294336,12,10,6,12,16736,1144,0,1
1,11,11392,10,10,0,0,77824,14,10,4,9,49472,69720,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,3968,0,1
1,11,12656,10,10,0,0,69632,14,10,4,9,49472,1808,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,24616,0,1
4,11,26240,10,10,30080,312,24848,14,10,5,9,16736,1000,0,1
2,11,11680,10,10,0,0,61440,14,10,5,9,49472,1776,0,1
1,6,4160,0,6,242528,183,270336,12,0,4,12,320,22952,0,1
1,11,1870208,6,6,2560928,835,1536000,12,10,5,12,320,40024,0,1
4,11,68688,10,10,0,0,60936,14,10,5,11,49632,2592,0,1
1,6,3476480,0,6,5631552,327686,3469312,12,0,5,12,320,64144,1,1
4,11,8641820,0,6,9605120,17341,8642560,14,10,7,12,16736,1880,0,1
1,10,15296,0,6,0,0,12288,14,10,5,12,33088,15892,0,1
1,6,4096,0,6,0,0,0,12,0,1,12,1344,3001064,0,1
1,10,42816,10,6,0,0,118784,14,12,4,12,33088,1812,0,1
1,11,6224,10,10,50544,1210,57344,14,10,4,9,16704,2176,0,1
1,11,7236,0,6,12288,170,8192,14,10,4,12,320,27408,0,1
1,11,7904,10,10,103440,901,110592,14,10,5,9,16704,109008,0,1
1,10,331728,0,5,0,0,0,11,0,3,0,34112,1128,0,1
1,10,103880,0,4,0,0,8192,48,0,2,12,34144,14636,0,1
4,10,534400,0,5,0,0,0,11,0,3,0,33088,1224,0,1
1,10,402048,0,5,0,0,0,11,0,3,0,34112,1224,0,1
1,10,59268,0,4,0,0,8192,48,0,2,12,34144,2248,0,1
1,10,59936,0,4,0,0,8192,48,0,2,12,34144,2448,0,1
4,10,100916,0,5,0,0,0,11,0,3,0,33088,1208,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,792,0,1
1,6,659084,0,4,0,0,8192,8,0,2,12,34112,1048,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1400,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1480,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1400,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1440,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1480,0,1
1,11,16592,10,10,92688,98,98304,14,10,5,9,16704,1104,0,1
4,11,276112,10,10,0,0,242744,14,10,6,11,49504,36184,0,1
4,6,6512,6,6,0,0,4096,9,0,4,11,33088,58104,0,1
4,11,2588496,10,10,2857328,176,2292664,14,10,6,9,16736,58776,0,1
1,11,296976,10,10,2148672,173,2232320,14,10,5,9,16704,58776,0,1
1,11,101616,10,10,1048816,152,1216512,14,10,5,9,16704,1160,0,1
4,11,836288,10,10,965472,152,794920,14,10,6,9,16736,1160,0,1
4,11,893024,10,10,908064,172,834360,14,10,6,9,16736,1456,0,1
1,11,77984,10,10,570176,170,581632,14,10,5,9,16704,1456,0,1
1,11,340928,10,10,685392,194,696320,14,10,4,9,16704,1176,0,1
4,11,808416,10,10,882576,196,596792,14,10,5,9,16736,1176,0,1
4,11,391552,10,10,442304,148,364696,14,10,6,9,16736,2632,0,1
1,11,17056,10,10,75328,176,81920,14,10,5,9,16704,1200,0,1
4,11,46992,10,10,47984,168,36000,14,10,5,9,16736,1184,0,1
1,11,61840,10,10,473648,338,479232,14,10,5,9,16704,1440,0,1
1,11,25712,10,10,74720,200,81920,14,10,4,9,16704,1200,0,1
1,11,66064,10,10,311120,165,315392,14,10,4,9,16704,1160,0,1
4,11,391616,10,10,403440,168,355304,14,10,5,9,16736,1160,0,1
1,11,78768,10,10,274752,152,282624,14,10,5,9,16704,1352,0,1
4,11,387664,10,10,395328,152,342744,14,10,6,9,16736,1352,0,1
1,11,46576,10,10,178432,229,184320,14,10,5,9,16704,1080,0,1
4,11,233104,10,10,251888,232,201160,14,10,6,9,16736,1080,0,1
1,11,76928,10,10,338880,159,344064,14,10,5,9,16704,1120,0,1
4,11,435824,10,10,461184,160,379992,14,10,6,9,16736,1120,0,1
1,11,17488,10,10,137248,213,143360,14,10,5,9,16704,1360,0,1
4,11,155984,10,10,183072,216,143688,14,10,6,9,16736,1360,0,1
1,6,317604,0,5,0,0,0,11,0,3,0,1344,864,0,1
4,11,709312,10,10,739984,156,591656,14,10,6,9,16736,1360,0,1
1,6,166100,0,4,0,0,8192,8,0,2,12,1344,1120,0,1
1,6,166628,0,4,0,0,8192,48,0,2,12,34144,1132,0,1
1,10,470736,0,5,0,0,0,11,0,3,0,34112,1128,0,1
1,11,8688,10,10,19920,364,24576,14,10,4,9,16704,1080,0,1
4,11,23376,10,10,25776,372,19400,14,10,5,9,16736,1080,0,1
4,11,325376,10,10,0,0,266520,14,10,6,11,49504,82600,0,1
4,6,7776,6,6,801168,185,4096,9,0,5,9,320,1991712,1,1
4,11,494048,10,10,574336,188,479288,14,10,6,9,16736,1899376,1,1
1,11,35072,10,10,469360,185,479232,14,10,5,9,16704,1899376,1,1
1,6,5952,6,6,633040,185,4096,9,0,4,9,320,1991712,1,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,4236984,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,4239688,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,4239688,0,1
4,11,533936,10,10,627712,340,506872,14,10,6,9,16736,1440,0,1
1,11,31744,10,10,130288,448,135168,14,10,5,9,16704,1120,0,1
4,11,162768,10,10,205184,448,158392,14,10,6,9,16736,1120,0,1
1,11,12256,10,10,96896,205,102400,14,10,5,9,16704,1512,0,1
4,11,108416,10,10,126608,208,97768,14,10,6,9,16736,1512,0,1
1,11,32496,10,10,289504,163,294912,14,10,5,9,16704,1400,0,1
4,11,316176,10,10,321616,164,293800,14,10,6,9,16736,1400,0,1
4,11,99056,10,10,102752,200,82936,14,10,5,9,16736,1200,0,1
4,11,258560,10,10,274928,160,224120,14,10,6,9,16736,1120,0,1
1,11,9712,10,10,35360,193,40960,14,10,4,9,16704,1176,0,1
4,11,42992,10,10,46976,196,37880,14,10,5,9,16736,1176,0,1
4,11,83552,10,10,91808,200,71640,14,10,5,9,16736,1200,0,1
4,11,15424,10,10,16368,120,12544,14,10,5,9,16736,1104,0,1
4,11,265696,10,10,0,0,252488,14,10,6,11,49504,7384,0,1
4,6,583984,0,6,609680,4636,425984,14,0,6,12,352,480,0,1
4,6,18416,0,6,0,0,16384,14,0,6,12,33120,480,0,1
1,10,163508,0,4,0,0,8192,48,0,2,12,34144,1080,0,1
4,11,408352,10,10,484864,140,373824,14,10,6,9,16736,1432,0,1
4,11,550720,10,10,629968,180,492712,14,10,5,9,16736,1112,0,1
4,11,122912,10,10,140832,232,119296,14,10,5,9,16736,7696,0,1
1,11,4752,10,10,11312,406,16384,14,10,4,9,16704,1520,0,1
4,11,13696,10,10,14976,408,12752,14,10,5,9,16736,1520,0,1
1,11,4768,10,10,12832,324,20480,14,10,4,9,16704,1064,0,1
4,11,13584,10,10,14848,324,12560,14,10,5,9,16736,1064,0,1
4,11,250992,10,10,286400,228,244032,14,10,6,9,16736,1528,0,1
4,11,34832,10,10,40656,1204,33320,14,10,6,9,16736,1520,0,1
4,11,225840,10,10,0,0,213912,14,10,6,11,49632,6984,0,1
4,0,0,0,4,0,0,33348,2,30,9,18,0,1256,0,1
1,10,232352,0,4,92272,183,4096,8,0,3,12,320,22952,0,1
1,11,27696,10,10,119936,93,126976,14,10,5,9,16704,1360,0,1
4,11,154560,10,10,167312,96,128152,14,10,6,9,16736,1360,0,1
1,11,5136,10,10,43424,171,49152,14,10,5,9,16704,1344,0,1
4,11,47968,10,10,56272,172,46728,14,10,6,9,16736,1344,0,1
1,11,21104,0,6,69632,199,24576,14,10,4,12,320,471816,0,1
1,11,5408,10,10,181968,2394,192512,14,10,4,9,16704,1240,0,1
4,11,194352,10,10,203344,2396,193160,14,10,5,9,16736,1240,0,1
1,6,4208,6,6,145456,2394,4096,9,0,3,9,320,1240,0,1
4,6,4320,6,6,199632,2394,4096,9,0,4,9,64,1240,0,1
1,6,4160,0,6,218304,115,249856,12,0,4,12,320,920,0,1
1,6,4736,0,4,208640,115,4096,8,0,3,12,320,920,0,1
1,10,41808,0,6,42944,5972,36864,14,10,4,12,320,1392,0,1
1,11,30651584,6,6,34042704,698,26738688,12,10,5,12,320,476208,0,1
1,11,28101840,6,6,30890800,701,24354816,12,10,5,12,320,468872,0,1
1,11,2028256,6,6,2761440,982,1671168,12,10,5,12,320,40224,0,1
4,11,17312,10,10,18176,128,13904,14,10,5,9,16736,1152,0,1
1,11,379600,10,10,1367600,158,1384448,14,10,6,9,16704,1384,0,1
4,11,1928704,10,10,2055632,160,1658408,14,10,7,9,16736,1384,0,1
1,11,13712,10,10,66480,155,73728,14,10,4,9,16704,1360,0,1
4,11,84448,10,10,87456,156,77304,14,10,5,9,16736,1360,0,1
1,11,9536,10,10,12160,124,16384,14,10,4,9,16704,1128,0,1
4,11,19312,10,10,20160,124,15360,14,10,5,9,16736,1128,0,1
4,11,382768,10,10,446896,224,368816,14,10,6,9,16736,22712,0,1
4,11,72960,10,10,80272,172,63192,14,10,5,9,16736,1184,0,1
1,11,8624,10,10,40336,179,45056,14,10,5,9,16704,1136,0,1
4,11,49552,10,10,55824,180,44056,14,10,6,9,16736,1136,0,1
4,11,847392,10,10,963376,1040,813024,14,10,6,9,16736,3096,0,1
4,11,2663232,0,6,3565968,128,2314240,14,10,6,12,16736,1080,0,1
4,11,200512,10,10,224224,160,176760,14,10,6,9,16736,1344,0,1
4,11,382496,10,10,428800,112,346920,14,10,6,9,16736,1056,0,1
4,11,111584,10,10,121968,144,94088,14,10,5,9,16736,1032,0,1
4,11,386032,10,10,431712,112,351176,14,10,6,9,16736,2120,0,1
4,6,4656,6,6,119344,357,4096,9,0,4,9,64,2672336,0,1
1,6,4384,6,6,113616,357,4096,9,0,3,9,320,2672336,0,1
4,11,386560,10,10,432784,112,351032,14,10,6,9,16736,2120,0,1
4,11,125024,10,10,132768,140,99608,14,10,5,9,16736,1016,0,1
4,11,382384,10,10,428656,112,346936,14,10,6,9,16736,1072,0,1
4,11,148800,10,10,0,0,129544,14,10,5,11,49504,1736,0,1
4,11,124976,10,10,132688,140,99608,14,10,5,9,16736,1016,0,1
4,11,377712,10,10,423648,112,342840,14,10,6,9,16736,1056,0,1
4,11,194960,10,10,228288,140,162584,14,10,5,9,16736,3520,0,1
4,11,444416,10,10,496912,108,401608,14,10,6,9,16736,9304,0,1
4,11,308800,10,10,349664,112,280120,14,10,6,9,16736,1056,0,1
4,11,254272,10,10,282768,164,223208,14,10,6,9,16736,1136,0,1
1,11,35408,10,10,201776,161,208896,14,10,5,9,16704,1136,0,1
4,11,8967552,0,6,0,0,7835648,14,10,6,12,53600,29560,0,1
4,11,99504,0,6,0,0,77824,14,10,6,12,53600,29832,0,1
1,11,61072,10,10,731568,173,749568,14,10,5,9,16704,1192,0,1
4,11,830640,10,10,1025648,176,781032,14,10,6,9,16736,1192,0,1
4,11,684016,10,10,795584,248,624232,14,10,6,9,16736,1392,0,1
1,11,70224,10,10,549200,248,557056,14,10,5,9,16704,1392,0,1
4,11,56528,10,10,59536,152,42672,14,10,6,9,16736,1328,0,1
1,11,38880,10,10,432368,165,450560,14,10,5,9,16704,59288,0,1
4,11,456144,10,10,583248,168,424144,14,10,6,9,16736,59288,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,28640,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,28640,0,1
4,11,1528096,10,10,2138656,112,1380984,14,10,6,9,16736,1312,0,1
4,11,31168,10,10,0,0,26576,14,10,6,11,49632,26488,0,1
1,6,4640,6,6,0,0,4096,9,0,3,9,33088,44864,0,1
4,6,5168,6,6,0,0,4096,9,0,4,11,32832,44864,0,1
4,11,2474240,0,6,0,0,2011136,2,25,6,12,33120,0,0,1
1,11,7680,10,10,145216,1605,155648,14,10,4,9,16704,984,0,1
4,11,154400,10,10,164784,1652,148592,14,10,5,9,16736,984,0,1
1,6,4336,6,6,156816,1626,4096,9,0,3,9,320,992,0,1
4,6,4576,6,6,193936,1670,4096,9,0,4,9,320,992,0,1
4,6,4752,6,6,92320,106,4096,9,0,4,9,64,346996,0,1
4,6,5888,6,6,372384,106,4096,9,0,4,9,64,897632,0,1
1,11,24912,10,10,438000,317,446464,14,10,4,9,16704,42864,0,1
4,11,495216,10,10,521040,320,488928,14,10,5,9,16736,42864,0,1
1,6,5312,6,6,415440,317,4096,9,0,3,9,320,42864,0,1
4,6,6512,6,6,556912,317,4096,9,0,4,9,64,42864,0,1
1,11,1547060,0,6,1609728,1569,1548288,14,10,5,12,320,98232,0,1
4,6,6320,6,6,2318704,173,4096,9,0,4,9,64,52776,0,1
1,11,33632,10,10,698992,173,720896,14,10,4,9,16704,52728,0,1
4,11,752800,10,10,936224,176,698576,14,10,5,9,16736,52728,0,1
1,6,5216,6,6,1773344,173,4096,9,0,3,9,320,52808,0,1
4,11,32736,10,10,35520,80,28128,14,10,5,9,16736,1016,0,1
4,6,7888,6,6,1557296,162,4096,9,0,4,9,320,25800,0,1
4,6,4864,6,6,80432,164,4096,9,0,4,9,320,1360,0,1
4,11,18240,10,10,0,0,16656,14,10,5,11,49504,2112,0,1
4,6,4736,6,6,0,0,4096,9,0,4,11,33088,2112,0,1
4,11,24112,10,10,25664,376,22320,14,10,5,9,16736,1064,0,1
4,11,57632,10,10,65856,636,51112,14,10,6,9,16736,1112,0,1
1,11,8544,10,10,46224,636,53248,14,10,5,9,16704,1112,0,1
4,11,4096,10,10,4192,60,0,14,10,2,9,352,1032,0,1
1,6,131072,6,6,131104,57,0,9,0,3,9,1344,1016,0,1
4,6,131072,6,6,131104,57,0,9,0,3,9,320,1016,0,1
4,6,299008,0,4,323584,711,330288,2,28,9,18,0,0,0,1
4,11,36640,10,10,39360,240,30320,14,10,5,9,16736,1352,0,1
1,11,22384,10,10,74448,143,81920,14,10,4,9,16704,1088,0,1
4,11,85696,10,10,91856,144,68296,14,10,5,9,16736,1088,0,1
1,10,4096,10,10,4368,1400,0,12,10,1,9,1344,984,0,1
1,10,4096,10,10,4368,5317,0,12,10,1,9,1344,1016,0,1
1,10,4096,10,10,4368,6753,0,12,10,1,9,1344,1000,0,1
4,11,4112,10,10,4352,3005,0,14,10,1,9,352,1008,0,1
4,10,580064,0,6,0,0,577536,12,0,6,12,33120,3288,0,1
1,10,152048,0,6,0,0,151552,12,0,4,12,33088,1624,0,1
1,10,147904,0,6,0,0,147456,12,0,4,12,33088,1872,0,1
4,11,105088,10,10,121776,120,95024,14,10,6,9,16736,1104,0,1
1,11,6528,10,10,31344,179,36864,14,10,4,9,16704,1096,0,1
4,11,36848,10,10,39760,180,34016,14,10,5,9,16736,1096,0,1
4,11,1011792,10,10,1366544,92,933312,14,10,7,9,16736,1408,0,1
4,6,6208,6,6,494224,171,4096,9,0,5,9,320,8944,0,1
1,6,5168,6,6,427232,171,4096,9,0,4,9,320,8944,0,1
1,11,7008,10,10,86608,136,94208,14,10,4,9,16704,10592,0,1
4,11,91728,10,10,111008,136,83896,14,10,5,9,16736,10592,0,1
1,6,4672,6,6,152000,136,4096,9,0,3,9,320,10592,0,1
4,6,5200,6,6,206352,136,4096,9,0,4,9,320,10592,0,1
1,11,9024,10,10,118432,107,122880,14,10,4,9,16704,60944,0,1
4,11,136496,10,10,154656,108,125064,14,10,5,9,16736,60944,0,1
1,6,5056,6,6,172784,107,4096,9,0,3,9,320,60944,0,1
4,6,5984,6,6,227472,107,4096,9,0,4,9,320,60944,0,1
4,11,28048,10,10,0,0,25264,14,10,6,11,49632,2072,0,1
1,11,18688,10,10,474560,435,487424,14,10,6,9,16704,2296,0,1
4,11,369280,10,10,537488,436,359816,14,10,7,9,16736,2296,0,1
1,6,4848,6,6,731488,435,4096,9,0,4,9,320,2400,0,1
4,6,5584,6,6,696384,435,4096,9,0,5,9,320,2400,0,1
4,11,25552,10,10,29312,572,24848,14,10,6,9,16736,1048,0,1
1,6,4592,6,6,145120,164,4096,9,0,3,9,320,1032,0,1
4,6,4976,6,6,181488,164,4096,9,0,4,9,320,1032,0,1
